,fold,feature_name,feature,loss
592,train,knn,0.0,1.0
593,train,knn,0.0,0.0
594,train,knn,0.0,1.0
595,train,knn,0.0,0.0
596,train,knn,0.0,1.0
597,train,knn,0.0,1.0
598,train,knn,0.0,1.0
599,train,knn,0.0,1.0
600,train,knn,0.0,1.0
601,train,knn,0.0,1.0
602,train,knn,0.0,1.0
603,train,knn,0.0,1.0
604,train,knn,0.0,1.0
605,train,knn,0.0,1.0
606,train,knn,0.0,1.0
607,train,knn,0.0,1.0
608,train,knn,0.0,1.0
609,train,knn,0.0,1.0
610,train,knn,0.0,1.0
611,train,knn,0.0,1.0
612,train,knn,0.0,1.0
613,train,knn,0.0,1.0
614,train,knn,0.0,1.0
615,train,knn,0.0,1.0
616,train,knn,0.0,1.0
617,train,knn,0.0,1.0
618,train,knn,0.0,1.0
619,train,knn,0.0,1.0
620,train,knn,0.0,1.0
621,train,knn,0.0,1.0
622,train,knn,0.0,1.0
623,train,knn,0.0,1.0
624,train,knn,0.0,1.0
625,train,knn,0.0,1.0
626,train,knn,0.0,1.0
627,train,knn,0.0,1.0
628,train,knn,0.0,1.0
629,train,knn,0.0,1.0
630,train,knn,0.0,1.0
631,train,knn,0.0,1.0
632,train,knn,0.0,1.0
633,train,knn,0.0,1.0
634,train,knn,0.0,1.0
635,train,knn,0.0,1.0
636,train,knn,0.0,1.0
637,train,knn,0.0,1.0
638,train,knn,0.0,1.0
639,train,knn,0.0,1.0
640,train,knn,0.0,1.0
641,train,knn,0.0,1.0
642,train,knn,0.0,1.0
643,train,knn,0.0,1.0
644,train,knn,0.0,1.0
645,train,knn,0.0,1.0
646,train,knn,0.0,1.0
647,train,knn,0.0,1.0
648,train,knn,0.0,1.0
649,train,knn,0.0,1.0
650,train,knn,0.0,1.0
651,train,knn,0.0,1.0
652,train,knn,0.0,1.0
653,train,knn,0.0,1.0
654,train,knn,0.0,0.0
655,train,knn,0.0,1.0
656,train,knn,0.0,1.0
657,train,knn,0.0,1.0
658,train,knn,0.0,1.0
659,train,knn,0.0,1.0
660,train,knn,0.0,1.0
661,train,knn,0.0,1.0
662,train,knn,0.0,1.0
663,train,knn,0.0,1.0
664,train,knn,0.0,1.0
665,train,knn,0.0,1.0
666,train,knn,0.0,1.0
667,train,knn,0.0,1.0
668,train,knn,0.0,1.0
669,train,knn,0.0,1.0
670,train,knn,0.0,1.0
671,train,knn,0.0,1.0
672,train,knn,0.0,1.0
673,train,knn,0.0,1.0
674,train,knn,0.0,1.0
675,train,knn,0.0,1.0
676,train,knn,0.0,1.0
677,train,knn,0.0,1.0
678,train,knn,0.0,1.0
679,train,knn,0.0,1.0
680,train,knn,0.0,1.0
681,train,knn,0.0,1.0
682,train,knn,0.0,1.0
683,train,knn,0.0,1.0
684,train,knn,0.0,1.0
685,train,knn,0.0,1.0
686,train,knn,0.0,1.0
687,train,knn,0.0,1.0
688,train,knn,0.0,1.0
689,train,knn,0.0,1.0
690,train,knn,0.0,1.0
691,train,knn,0.0,1.0
692,train,knn,0.0,0.0
693,train,knn,0.0,1.0
694,train,knn,0.0,1.0
695,train,knn,0.0,1.0
696,train,knn,0.0,1.0
697,train,knn,0.0,1.0
698,train,knn,0.0,1.0
699,train,knn,0.0,1.0
700,train,knn,0.0,1.0
701,train,knn,0.0,1.0
702,train,knn,0.0,1.0
703,train,knn,0.0,1.0
704,train,knn,0.0,1.0
705,train,knn,0.0,1.0
706,train,knn,0.0,1.0
707,train,knn,0.0,0.0
708,train,knn,0.0,1.0
709,train,knn,0.0,1.0
710,train,knn,0.0,1.0
711,train,knn,0.0,1.0
712,train,knn,0.0,1.0
713,train,knn,0.0,1.0
714,train,knn,0.0,1.0
715,train,knn,0.0,1.0
716,train,knn,0.0,1.0
717,train,knn,0.0,0.0
718,train,knn,0.0,1.0
719,train,knn,0.0,1.0
720,train,knn,0.0,1.0
721,train,knn,0.0,1.0
722,train,knn,0.0,1.0
723,train,knn,0.0,1.0
724,train,knn,0.0,1.0
725,train,knn,0.0,1.0
