,fold,feature_name,feature,loss,acc,idx,class
0,train,softmax,1.0,0.09168124198913574,0.9083187580108643,222.0,
1,train,softmax,1.0,0.11531418561935425,0.8846858143806458,439.0,
2,train,softmax,1.0,0.120566725730896,0.879433274269104,6.0,
3,train,softmax,1.0,0.07028007507324219,0.9297199249267578,483.0,
4,train,softmax,1.0,0.06412124633789062,0.9358787536621094,505.0,
5,train,softmax,1.0,0.122097909450531,0.877902090549469,575.0,
6,train,softmax,1.0,0.0568811297416687,0.9431188702583313,621.0,
7,train,softmax,1.0,0.04986286163330078,0.9501371383666992,669.0,
8,train,softmax,1.0,0.07597875595092773,0.9240212440490723,700.0,
9,train,softmax,1.0,0.1567581295967102,0.8432418704032898,735.0,
10,train,softmax,1.0,0.42423808574676514,0.5757619142532349,755.0,
11,train,softmax,1.0,0.0860525369644165,0.9139474630355835,103.0,
12,train,softmax,1.0,0.04412674903869629,0.9558732509613037,309.0,
13,train,softmax,1.0,0.13308119773864746,0.8669188022613525,421.0,
14,train,softmax,1.0,0.1489260196685791,0.8510739803314209,476.0,
15,train,softmax,1.0,0.09718942642211914,0.9028105735778809,523.0,
16,train,softmax,1.0,0.21065908670425415,0.7893409132957458,606.0,
17,train,softmax,1.0,0.060192108154296875,0.9398078918457031,648.0,
18,train,softmax,1.0,0.06976032257080078,0.9302396774291992,745.0,
19,train,softmax,1.0,0.04656720161437988,0.9534327983856201,180.0,
20,train,softmax,1.0,0.04342758655548096,0.956572413444519,464.0,
21,train,softmax,1.0,0.073139488697052,0.926860511302948,471.0,
22,train,softmax,1.0,0.06538432836532593,0.9346156716346741,570.0,
23,train,softmax,1.0,0.0837211012840271,0.9162788987159729,578.0,
24,train,softmax,1.0,0.04356414079666138,0.9564358592033386,738.0,
25,train,softmax,1.0,0.060841262340545654,0.9391587376594543,35.0,
26,train,softmax,1.0,0.25631076097488403,0.743689239025116,70.0,
27,train,softmax,1.0,0.0831112265586853,0.9168887734413147,214.0,
28,train,softmax,1.0,0.08123433589935303,0.918765664100647,221.0,
29,train,softmax,1.0,0.0861368179321289,0.9138631820678711,696.0,
30,train,softmax,1.0,0.08592909574508667,0.9140709042549133,781.0,
31,train,softmax,1.0,0.0814429521560669,0.9185570478439331,21.0,
32,train,softmax,1.0,0.041910767555236816,0.9580892324447632,25.0,
33,train,softmax,1.0,0.06515568494796753,0.9348443150520325,255.0,
34,train,softmax,1.0,0.05683070421218872,0.9431692957878113,317.0,
35,train,softmax,1.0,0.04174739122390747,0.9582526087760925,328.0,
36,train,softmax,1.0,0.4684956669807434,0.5315043330192566,405.0,
37,train,softmax,1.0,0.045042216777801514,0.9549577832221985,509.0,
38,train,softmax,1.0,0.04997164011001587,0.9500283598899841,537.0,
39,train,softmax,1.0,0.13308143615722656,0.8669185638427734,622.0,
40,train,softmax,1.0,0.08163249492645264,0.9183675050735474,687.0,
41,train,softmax,1.0,0.09498679637908936,0.9050132036209106,690.0,
42,train,softmax,1.0,0.02835780382156372,0.9716421961784363,167.0,
43,train,softmax,1.0,0.08443981409072876,0.9155601859092712,367.0,
44,train,softmax,1.0,0.03425145149230957,0.9657485485076904,445.0,
45,train,softmax,1.0,0.37633490562438965,0.6236650943756104,506.0,
46,train,softmax,1.0,0.12440729141235352,0.8755927085876465,784.0,
47,train,softmax,1.0,0.05988287925720215,0.9401171207427979,47.0,
48,train,softmax,1.0,0.22743624448776245,0.7725637555122375,69.0,
49,train,softmax,1.0,0.07244682312011719,0.9275531768798828,135.0,
50,train,softmax,1.0,0.07164901494979858,0.9283509850502014,146.0,
51,train,softmax,1.0,0.0498121976852417,0.9501878023147583,169.0,
52,train,softmax,1.0,0.22199225425720215,0.7780077457427979,187.0,
53,train,softmax,1.0,0.032245755195617676,0.9677542448043823,232.0,
54,train,softmax,1.0,0.05998927354812622,0.9400107264518738,320.0,
55,train,softmax,1.0,0.06707596778869629,0.9329240322113037,343.0,
56,train,softmax,1.0,0.04873007535934448,0.9512699246406555,347.0,
57,train,softmax,1.0,0.1524866819381714,0.8475133180618286,361.0,
